         x         y         z
    -0.084     1.378    -0.016
    -1.372    -0.006    -0.980
     1.784    -1.048     0.488
    -1.729    -1.469    -0.100
    -0.483     0.018    -0.465
     0.942     0.020     0.808
     0.749    -1.129     0.291
     0.536     1.750    -0.091
    -1.608    -0.430    -0.908
    -0.591     0.542    -0.477
    -1.084     0.070    -0.882
     1.180    -0.648     0.737
    -0.558    -1.145    -0.219
    -0.432    -0.320    -0.397
    -0.685     0.602    -0.522
     0.209    -1.978    -0.082
    -1.018     1.296    -0.231
    -0.079    -1.442    -0.010
     0.963     1.929    -0.288
     0.180    -0.171     0.177
    -1.602     0.063    -0.998
    -1.495     0.995    -0.543
     0.133    -0.531     0.115
     0.096     1.905    -0.031
    -0.589    -0.235    -0.540
     1.461    -0.075     0.991
    -0.910    -0.743    -0.582
    -1.811    -0.283    -0.933
     1.963     1.575    -0.004
     0.121    -0.944     0.071
    -1.933    -0.146    -0.925
    -1.356    -0.390    -0.904
    -1.393     1.637     0.065
     1.742     0.268     0.950
     0.308    -0.637     0.244
     1.142     0.497     0.800
    -0.212    -0.422    -0.192
    -0.907     1.600     0.023
    -1.877    -0.269    -0.919
     1.708    -0.061     0.989
    -1.061    -1.163    -0.346
    -1.868    -0.451    -0.860
     1.968     0.572     0.775
     0.062    -1.781    -0.013
     0.362     0.740     0.262
    -1.289     0.540    -0.824
     0.662    -0.536     0.529
    -0.019    -0.685    -0.015
     0.617     1.433     0.079
     1.998    -1.443     0.116
     1.116     0.171     0.885
     0.239     0.927     0.142
    -1.582     1.109    -0.446
     0.988     1.437     0.112
    -1.125     0.395    -0.833
    -0.828     1.172    -0.286
     1.438     1.901    -0.321
     0.331    -0.135     0.322
    -0.826    -1.015    -0.388
     1.698    -1.640    -0.069
     0.188     1.213     0.066
    -0.261     0.027    -0.258
    -0.918    -0.132    -0.787
    -1.520    -1.068    -0.481
     1.903     1.311     0.243
     0.317     1.958    -0.118
    -0.946     0.857    -0.531
    -1.653     1.262    -0.303
    -0.292    -1.518    -0.015
     0.319    -0.875     0.201
    -0.549     0.945    -0.306
    -0.628    -0.552    -0.500
    -1.456    -0.762    -0.719
     1.683    -1.478     0.092
    -1.740     1.282    -0.281
     0.832    -1.721    -0.110
     0.576     1.645    -0.041
     1.545     0.654     0.793
     1.916    -1.604    -0.031
    -1.709    -1.333    -0.233
     0.819     1.059     0.358
    -0.901    -1.034    -0.401
     1.916     0.331     0.890
    -0.119    -1.200    -0.043
     1.878     0.106     0.948
    -0.285     0.369    -0.262
     0.035     1.778    -0.007
     0.662    -0.354     0.577
     0.547     1.404     0.086
    -1.961     0.521    -0.802
    -1.659     1.334    -0.233
    -0.331     1.090    -0.150
     1.002    -0.849     0.557
     0.948     0.537     0.698
    -1.280     0.413    -0.878
    -1.334    -0.086    -0.969
    -1.855     0.890    -0.604
     0.058     1.383     0.011
     1.613     0.082     0.996
     1.998     0.397     0.839
    -0.468     1.319    -0.113
     1.425    -1.301     0.263
     0.512     0.155     0.484
     0.102     1.071     0.049
     1.930     1.712    -0.132
     1.262     0.296     0.911
    -1.218     1.836     0.246
     1.494    -0.317     0.947
    -0.120    -0.821    -0.082
     0.595    -1.204     0.201
    -0.165    -1.332    -0.039
     0.119     1.686    -0.014
     0.362     0.905     0.218
     1.757    -1.560     0.011
     1.083     1.812    -0.211
     0.999    -1.839    -0.223
     0.966    -1.869    -0.242
    -0.569     0.629    -0.436
     1.194     0.243     0.902
    -1.421     1.502    -0.068
     1.902    -0.216     0.924
     1.889     1.523     0.045
     1.803     0.205     0.953
    -1.905     0.021    -0.945
    -1.347     0.880    -0.622
    -0.651    -1.901     0.197
    -0.573    -0.245    -0.526
    -0.319    -1.929     0.110
     1.490     1.202     0.360
     1.750     0.093     0.980
    -1.880    -1.611     0.038
    -1.786     0.763    -0.706
     1.159     0.026     0.916
    -1.321    -1.155    -0.392
     0.184     1.722    -0.027
     0.076    -0.570     0.064
     0.301     1.154     0.120
    -1.950     0.674    -0.726
    -1.494    -1.833     0.258
     1.437     0.754     0.723
    -1.638    -1.107    -0.446
     0.517     1.494     0.038
     1.320     0.404     0.891
    -0.165    -1.567    -0.001
     0.345    -0.795     0.237
    -1.732    -1.753     0.179
     1.913     0.151     0.931
     0.424     0.163     0.406
     0.292     1.805    -0.067
    -1.840    -0.573    -0.810
     1.588    -1.507     0.064
    -0.390     1.530    -0.015
    -1.638    -0.671    -0.782
    -1.288    -1.023    -0.501
     1.165    -0.010     0.919
     0.015    -0.534     0.013
    -0.946    -0.790    -0.571
    -0.716     1.993     0.269
     1.091     0.043     0.886
     1.301    -1.126     0.415
    -0.437     0.610    -0.347
     0.815    -1.620    -0.036
     1.058     0.936     0.517
    -1.563    -1.966     0.385
    -1.817    -1.930     0.341
     1.197     0.456     0.836
     0.219    -1.532     0.008
    -0.033     0.726    -0.025
     0.754    -1.702    -0.090
     0.287    -1.887    -0.088
    -0.169     1.560    -0.002
     1.640    -0.410     0.915
     0.308     0.998     0.164
    -1.903     1.396    -0.164
     1.704     1.811    -0.235
     1.576     1.477     0.094
    -1.344     0.312    -0.927
    -0.484    -0.078    -0.464
    -1.233     1.578     0.007
    -1.352     0.270    -0.941
     1.879     1.665    -0.090
     1.641    -1.997    -0.412
     1.009     0.774     0.605
    -0.340    -0.378    -0.310
    -1.738     1.495    -0.075
    -0.894     0.684    -0.604
    -0.142    -1.092    -0.065
    -0.259     0.883    -0.163
     1.694    -1.968    -0.384
    -1.100     1.446    -0.111
    -0.071     1.822     0.017
     1.233    -0.575     0.792
     1.826    -0.201     0.948
    -0.793    -1.926     0.248
     0.947    -1.269     0.241
    -1.172     0.058    -0.920
    -0.211     1.743     0.036
     1.890    -1.784    -0.201
     1.623     1.312     0.256
    -1.851     0.299    -0.919
    -0.278    -0.255    -0.265
     1.115    -1.575    -0.003
     0.880    -1.818    -0.189
     1.382     1.696    -0.122
    -0.496    -1.295    -0.130
    -0.087    -0.037    -0.087
    -0.336    -1.190    -0.122
     0.740     1.057     0.331
     0.633    -0.953     0.343
    -1.867    -0.130    -0.948
     0.127    -1.538     0.004
    -0.949    -1.769     0.160
    -1.524     1.305    -0.262
    -0.832    -0.401    -0.680
    -1.677     0.296    -0.951
    -1.959    -0.157    -0.914
     0.747    -1.751    -0.122
     0.910    -1.215     0.275
     1.793     1.927    -0.340
     0.697    -1.843    -0.173
    -1.811     1.593     0.021
     0.921     1.152     0.324
     0.145    -1.455     0.017
    -0.716     1.575     0.003
     1.174     1.203     0.332
    -0.831    -0.229    -0.719
    -0.839    -1.722     0.112
     1.949     0.983     0.515
     0.270     1.559     0.003
    -0.907     1.804     0.182
     0.659    -0.222     0.597
     1.732     1.500     0.070
     0.600    -1.712    -0.080
     1.198    -1.528     0.040
     1.809     1.243     0.313
     0.969     0.725     0.617
    -1.582    -0.260    -0.966
    -1.838     1.252    -0.302
     1.707     1.502     0.069
     0.274     0.865     0.175
    -1.800     1.333    -0.230
     0.151    -1.963    -0.058
     0.183     0.296     0.174
     0.946    -0.892     0.509
    -0.712     0.167    -0.644
     1.487    -0.680     0.775
     1.820    -1.595    -0.024
     0.634    -0.764     0.428
    -0.877     1.144    -0.318
     0.450     0.768     0.313
    -1.666     1.097    -0.454
    -0.752    -1.838     0.180
    -0.581    -0.795    -0.384
     0.388    -0.781     0.269
     1.822     0.672     0.758
    -1.455     0.670    -0.779
    -1.856    -1.411    -0.153
    -1.102     1.545    -0.023
     0.965     1.167     0.323
     1.135     1.647    -0.069
    -1.346     0.010    -0.975
     0.440    -0.399     0.393
     1.565     1.117     0.438
     1.666     0.438     0.901
     1.718    -0.040     0.988
    -1.920     1.959     0.355
    -0.562    -0.376    -0.495
     1.309    -0.190     0.948
     0.835    -1.304     0.196
    -1.593    -1.397    -0.172
    -1.342    -1.240    -0.316
     1.546     0.876     0.640
    -0.676    -0.146    -0.619
    -0.403     0.773    -0.281
     1.905     1.786    -0.202
    -1.503    -1.318    -0.249
     0.724    -1.141     0.276
     0.549    -0.948     0.305
     1.988    -1.950    -0.339
    -0.410    -0.900    -0.248
     0.324     1.006     0.170
    -0.284    -0.408    -0.257
     1.118     0.631     0.726
     1.939     0.952     0.541
     1.007     0.926     0.508
    -1.907     1.797     0.211
    -1.189    -0.605    -0.763
    -0.492     1.465    -0.050
    -0.246     0.729    -0.182
     0.314     0.104     0.307
     1.320     0.808     0.670
    -1.786    -1.650     0.077
    -0.706     0.955    -0.375
    -0.020     0.994    -0.011
     0.571    -1.296     0.147
    -1.655    -0.932    -0.594
     1.748    -0.376     0.916
    -1.599    -1.422    -0.149
     0.834     0.680     0.576
    -0.839    -0.559    -0.631
     1.838    -1.227     0.325
    -1.234    -1.954     0.353
    -0.017    -1.540    -0.001
     1.976    -0.919     0.558
    -1.920     1.168    -0.368
    -1.277    -0.325    -0.907
     0.452     0.823     0.297
    -0.132     1.153    -0.054
     0.669    -0.368     0.579
     1.414    -1.789    -0.214
    -1.198    -0.080    -0.929
    -1.026     0.057    -0.854
     1.672    -1.902    -0.323
     1.876    -0.033     0.953
    -1.496    -0.397    -0.920
     1.216     0.643     0.750
     0.537    -1.897    -0.164
     0.436    -0.019     0.422
     0.089     1.559     0.001
    -0.416     1.776     0.082
    -0.708     1.458    -0.073
     0.215     1.352     0.046
     0.263    -0.993     0.142
     1.929     0.269     0.903
     0.799    -0.339     0.675
    -1.941    -1.916     0.315
     0.099    -0.026     0.099
    -0.481     1.934     0.165
    -1.117     1.008    -0.480
    -0.736    -1.692     0.081
     1.956     1.140     0.387
     0.607     0.758     0.414
    -1.352     0.213    -0.954
    -0.288    -0.970    -0.160
     0.346    -0.905     0.210
    -0.562     0.399    -0.491
    -0.517    -1.807     0.116
     1.308    -0.871     0.622
    -1.502    -0.686    -0.772
     1.372     0.571     0.825
    -0.843     1.572     0.001
     1.985     0.199     0.897
     1.361    -1.246     0.313
    -0.333    -1.004    -0.175
    -1.881     1.336    -0.222
     0.592    -0.214     0.546
     0.484     0.715     0.351
    -1.049    -0.674    -0.677
    -0.436     1.790     0.092
    -1.112     1.207    -0.319
     0.285    -1.487     0.024
     1.807     1.251     0.306
     1.994     1.384     0.169
     0.334     0.794     0.230
    -0.594    -0.589    -0.465
     1.058    -0.577     0.730
    -1.324    -1.658     0.085
    -1.395     1.156    -0.396
    -1.515     0.722    -0.749
    -1.280     1.752     0.173
     1.796     0.872     0.627
    -0.590     1.631     0.033
    -0.117    -1.463    -0.013
     1.711     0.712     0.750
    -1.517     0.102    -0.993
    -1.900    -0.498    -0.831
     0.957     1.396     0.142
    -0.456     1.321    -0.109
     0.076    -1.760    -0.014
    -0.569     0.165    -0.532
     0.431    -0.261     0.404
     0.711     1.332     0.154
     1.633    -1.009     0.532
     0.457     0.162     0.436
     0.909    -1.605    -0.027
     1.535    -1.959    -0.379
    -0.728    -0.861    -0.434
    -0.797    -1.706     0.097
    -1.665     0.039    -0.995
    -1.923     1.032    -0.482
     0.314    -1.547     0.007
     1.040    -1.229     0.289
     1.667     0.692     0.766
    -1.461     1.664     0.093
     1.616    -1.546     0.025
     0.487     0.361     0.438
    -0.350     0.425    -0.312
    -0.375     1.366    -0.074
     1.768     1.640    -0.068
    -0.478     0.363    -0.430
    -1.881     1.000    -0.515
    -1.660    -0.247    -0.966
    -0.356     1.938     0.125
    -0.269    -1.249    -0.084
     0.824    -1.056     0.361
    -0.286     1.506    -0.018
     1.544    -1.006     0.535
    -1.371    -1.287    -0.274
    -0.532    -1.748     0.089
     1.933     0.997     0.508
    -0.853    -1.144    -0.312
     1.728    -0.702     0.754
     0.011    -1.236     0.004
    -1.880     0.830    -0.643
     0.974    -1.650    -0.065
    -1.543     0.057    -0.998
     1.650    -0.616     0.813
     1.339     0.400     0.897
     1.934    -1.530     0.038
    -1.147     0.983    -0.505
    -1.246     1.698     0.121
     1.676     1.679    -0.108
     0.824     0.852     0.483
     0.562    -1.035     0.272
    -1.009    -1.493    -0.066
     0.174     0.276     0.167
     1.043    -1.008     0.461
     0.097    -0.336     0.091
    -0.669     0.479    -0.550
    -1.746    -0.476    -0.875
     1.840    -1.089     0.447
    -0.742     1.865     0.196
    -0.192     1.263    -0.058
     1.320     1.224     0.329
     1.683     1.121     0.432
    -0.756     0.549    -0.586
     1.916     1.629    -0.055
    -1.483     1.784     0.211
    -0.056     1.393    -0.010
     0.001     1.017     0.000
     0.934    -1.439     0.106
    -0.370     1.529    -0.015
     0.773     0.944     0.409
     0.762     1.950    -0.256
     0.366     1.679    -0.039
    -1.394     1.850     0.271
     1.575    -1.211     0.352
    -0.887     1.438    -0.103
    -1.980     1.694     0.113
    -1.740     0.676    -0.769
    -0.363    -1.327    -0.086
    -1.387     0.466    -0.878
     1.193     0.001     0.930
     0.967    -0.241     0.799
     0.679    -1.278     0.181
     1.853    -0.848     0.636
    -1.978     1.482    -0.081
    -1.444     1.051    -0.493
    -1.604    -0.219    -0.976
     1.907    -0.235     0.918
     1.053    -1.158     0.348
    -1.858     0.500    -0.842
     0.159     1.361     0.033
     0.044     1.170     0.017
     1.727     1.937    -0.354
    -1.372    -1.781     0.204
    -1.646     1.689     0.118
    -1.582    -1.974     0.393
    -1.609     0.142    -0.989
    -1.967     1.646     0.069
     1.439    -0.045     0.990
     1.810    -0.870     0.627
    -1.967     0.916    -0.562
     0.038     0.424     0.035
    -1.842    -1.434    -0.131
    -1.891     1.819     0.233
     1.015    -1.902    -0.277
     1.830     0.977     0.541
    -1.861    -0.964    -0.546
    -1.771     1.275    -0.286
    -0.196     0.164    -0.192
    -1.578     1.059    -0.489
    -0.533    -1.181    -0.193
    -1.272    -1.701     0.125
    -0.939     1.377    -0.156
    -1.811    -1.549    -0.021
     1.180    -1.130     0.395
     0.787     0.504     0.620
    -1.974    -0.775    -0.657
    -0.638    -1.924     0.206
    -0.608     1.218    -0.197
    -0.968    -0.942    -0.484
    -0.375    -1.408    -0.059
     1.399     1.187     0.369
     1.069     0.720     0.659
     0.218    -1.933    -0.077
    -0.907     1.421    -0.117
    -1.966    -1.252    -0.289
     1.337     0.445     0.878
     1.546     0.147     0.989
